"Day ","Items ","Note ","Amount "
"22","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"22","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"22","Salary Expense","Cash Payment - Salary Expense","18528"
"22","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","8932"
"22","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"22","Rental Expense","Cash Payment - Rental - Detroit","2400"
"22","Rental Expense","Cash Payment - Rental - New York","5360"
"21","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"21","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"21","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"21","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"21","Salary Expense","Cash Payment - Salary Expense","18312"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","9077"
"21","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"21","Rental Expense","Cash Payment - Rental - Detroit","2400"
"21","Rental Expense","Cash Payment - Rental - New York","5360"
"20","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"20","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"20","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"20","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"20","Salary Expense","Cash Payment - Salary Expense","17664"
"20","Shipping Expense","Cash Payment - Move Stock ID: 2010","671122"
"20","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","9193"
"20","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"20","Rental Expense","Cash Payment - Rental - Detroit","2400"
"20","Rental Expense","Cash Payment - Rental - New York","5360"
"19","Human Resource Expense","Counselled","2000"
"19","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"19","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"19","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"19","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"19","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"19","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"19","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"19","Salary Expense","Cash Payment - Salary Expense","17664"
"19","Shipping Expense","Cash Payment - Move Stock ID: 2177","38283"
"19","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","754"
"19","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"19","Rental Expense","Cash Payment - Rental - Detroit","2400"
"19","Rental Expense","Cash Payment - Rental - New York","5360"
"18","Human Resource Expense","Counselled","2000"
"18","Human Resource Expense","Counselled","2000"
"18","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"18","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"18","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"18","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"18","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"18","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"18","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"18","Salary Expense","Cash Payment - Salary Expense","17664"
"18","Shipping Expense","Cash Payment - Move Stock ID: 1688","277120"
"18","Shipping Expense","Cash Payment - Move Stock ID: 1725","214792"
"18","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","899"
"18","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"18","Rental Expense","Cash Payment - Rental - Detroit","2400"
"18","Rental Expense","Cash Payment - Rental - New York","5360"
"17","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"17","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","10000"
"17","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","10000"
"17","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","10000"
"17","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"17","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"17","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"17","Salary Expense","Cash Payment - Salary Expense","17664"
"17","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1998","165"
"17","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"17","Rental Expense","Cash Payment - Rental - Detroit","2400"
"17","Rental Expense","Cash Payment - Rental - New York","5360"
"16","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"16","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","10000"
"16","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","10000"
"16","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","10000"
"16","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"16","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"16","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"16","Salary Expense","Cash Payment - Salary Expense","17664"
"16","Shipping Expense","Cash Payment - Move Stock ID: 1879","24141"
"16","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"16","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"16","Rental Expense","Cash Payment - Rental - Detroit","2400"
"16","Rental Expense","Cash Payment - Rental - New York","5360"
"15","Human Resource Expense","Counselled","2000"
"15","Human Resource Expense","Counselled","2000"
"15","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"15","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","10000"
"15","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","10000"
"15","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","10000"
"15","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"15","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"15","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"15","Salary Expense","Cash Payment - Salary Expense","17664"
"15","Interest Expense ","Cash Payment - Interest - For Overdraft","4110"
"15","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"15","Rental Expense","Cash Payment - Rental - Detroit","2400"
"15","Rental Expense","Cash Payment - Rental - New York","5360"
"14","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"14","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","10000"
"14","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","10000"
"14","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","10000"
"14","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"14","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"14","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"14","Salary Expense","Cash Payment - Salary Expense","17664"
"14","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1419","328"
"14","Shipping Expense","Cash Payment - Move Stock ID: 1556","50249"
"14","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"14","Rental Expense","Cash Payment - Rental - Detroit","2400"
"14","Rental Expense","Cash Payment - Rental - New York","5360"
"13","Human Resource Expense","Counselled","2000"
"13","Human Resource Expense","Counselled","2000"
"13","Human Resource Expense","Counselled","2000"
"13","Human Resource Expense","Counselled","2000"
"13","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"13","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","10000"
"13","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","10000"
"13","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","10000"
"13","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"13","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"13","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"13","Salary Expense","Cash Payment - Salary Expense","17664"
"13","Shipping Expense","Cash Payment - Move Stock ID: 1405","100808"
"13","Interest Expense ","Cash Payment - Interest - For Overdraft","2055"
"13","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"13","Rental Expense","Cash Payment - Rental - Detroit","2400"
"13","Rental Expense","Cash Payment - Rental - New York","5360"
"12","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"12","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","10000"
"12","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","10000"
"12","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","10000"
"12","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","5000"
"12","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","5000"
"12","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","5000"
"12","Salary Expense","Cash Payment - Salary Expense","17664"
"12","Shipping Expense","Cash Payment - Move Stock ID: 1278","100808"
"12","Interest Expense ","Cash Payment - Interest - For Overdraft","2055"
"12","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"12","Rental Expense","Cash Payment - Rental - Detroit","2400"
"12","Rental Expense","Cash Payment - Rental - New York","5360"
"11","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"11","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","5000"
"11","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","5000"
"11","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","5000"
"11","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","5000"
"11","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","5000"
"11","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","5000"
"11","Salary Expense","Cash Payment - Salary Expense","17448"
"11","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"11","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"11","Rental Expense","Cash Payment - Rental - Detroit","2400"
"11","Rental Expense","Cash Payment - Rental - New York","5360"
"10","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"10","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","5000"
"10","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","5000"
"10","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","5000"
"10","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","5000"
"10","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","5000"
"10","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","5000"
"10","Salary Expense","Cash Payment - Salary Expense","16800"
"10","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"10","Rental Expense","Cash Payment - Rental - Detroit","2400"
"10","Rental Expense","Cash Payment - Rental - New York","5360"
"9","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"9","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","5000"
"9","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","5000"
"9","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","5000"
"9","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","5000"
"9","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","5000"
"9","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","5000"
"9","Salary Expense","Cash Payment - Salary Expense","16800"
"9","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"9","Rental Expense","Cash Payment - Rental - Detroit","2400"
"9","Rental Expense","Cash Payment - Rental - New York","5360"
"8","Human Resource Expense","Counselled","2000"
"8","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"8","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","5000"
"8","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","5000"
"8","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","5000"
"8","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","5000"
"8","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","5000"
"8","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","5000"
"8","Salary Expense","Cash Payment - Salary Expense","16800"
"8","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 729","135"
"8","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 749","114"
"8","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"8","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"8","Rental Expense","Cash Payment - Rental - Detroit","2400"
"8","Rental Expense","Cash Payment - Rental - New York","5360"
"7","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"7","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","5000"
"7","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","5000"
"7","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","5000"
"7","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","5000"
"7","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","5000"
"7","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","5000"
"7","Salary Expense","Cash Payment - Salary Expense","16800"
"7","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 515","285"
"7","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 611","192"
"7","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"7","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"7","Rental Expense","Cash Payment - Rental - Detroit","2400"
"7","Rental Expense","Cash Payment - Rental - New York","5360"
"6","Human Resource Expense","Counselled","2000"
"6","Human Resource Expense","Counselled","2000"
"6","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"6","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","5000"
"6","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","5000"
"6","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","5000"
"6","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","5000"
"6","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","5000"
"6","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","5000"
"6","Salary Expense","Cash Payment - Salary Expense","16800"
"6","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 362","328"
"6","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"6","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"6","Rental Expense","Cash Payment - Rental - Detroit","2400"
"6","Rental Expense","Cash Payment - Rental - New York","5360"
"5","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"5","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","5000"
"5","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","5000"
"5","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","5000"
"5","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","5000"
"5","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","5000"
"5","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","5000"
"5","Salary Expense","Cash Payment - Salary Expense","16800"
"5","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"5","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"5","Rental Expense","Cash Payment - Rental - Detroit","2400"
"5","Rental Expense","Cash Payment - Rental - New York","5360"
"4","Human Resource Expense","Counselled","2000"
"4","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"4","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","5000"
"4","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","5000"
"4","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","5000"
"4","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","5000"
"4","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","5000"
"4","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","5000"
"4","Salary Expense","Cash Payment - Salary Expense","16800"
"4","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"4","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"4","Rental Expense","Cash Payment - Rental - Detroit","2400"
"4","Rental Expense","Cash Payment - Rental - New York","5360"
"3","Human Resource Expense","Counselled","2000"
"3","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"3","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","5000"
"3","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","5000"
"3","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","5000"
"3","Salary Expense","Cash Payment - Salary Expense","16800"
"3","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"3","Rental Expense","Cash Payment - Rental - Detroit","2400"
"3","Rental Expense","Cash Payment - Rental - New York","5360"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Los Angeles","60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Detroit","60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - New York","60000"
"2","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"2","Salary Expense","Cash Payment - Salary Expense","16800"
"2","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"2","Rental Expense","Cash Payment - Rental - Detroit","2400"
"2","Rental Expense","Cash Payment - Rental - New York","5360"
"1","Salary Expense","Cash Payment - Salary Expense","12600"
